crew_id,first_name,last_name,role,airline_id,hire_date,status,license_number,base_airport_id
CRW001513,Sharon,Miller,Flight Attendant,AL0010,2010-09-28,Inactive,LIC-509266,APT00036
CRW001514,Sandra,Gonzalez,Flight Attendant,AL0014,2007-09-13,Active,LIC-149831,APT00125
CRW001515,Ashley,Fernandez,Flight Attendant,AL0012,1997-03-14,Inactive,LIC-156161,APT00107
CRW001516,Brenda,Flores,Flight Attendant,AL0014,2022-01-01,Inactive,LIC-707216,APT00141
CRW001517,Edward,Gonzalez,Flight Attendant,AL0008,2008-09-06,Active,LIC-936029,APT00174
CRW001518,Olga,Harris,Flight Attendant,AL0017,2020-02-02,On Leave,LIC-878013,APT00067
CRW001519,Edward,Pereira,Flight Attendant,AL0005,2016-04-21,On Leave,LIC-464942,APT00072
CRW001520,Jonathan,Kumar,Flight Attendant,AL0014,1995-01-20,Active,LIC-547685,APT00170
CRW001521,Linda,Moore,Flight Attendant,AL0012,2015-06-19,On Leave,LIC-246780,APT00050
CRW001522,Lisa,Martin,Captain,AL0011,2010-04-29,Active,LIC-163180,APT00020
CRW001523,Chen,Garcia,Flight Attendant,AL0001,2002-07-14,Active,LIC-789202,APT00214
CRW001524,Michelle,Rossi,Flight Attendant,AL0008,2003-04-25,Active,LIC-485575,APT00053
CRW001525,Ronald,Hernandez,Flight Attendant,AL0001,2015-01-16,Active,LIC-547184,APT00031
CRW001526,Stephen,Thompson,Flight Attendant,AL0011,1997-09-16,Inactive,LIC-408903,APT00185
CRW001527,Michael,Ramirez,Flight Attendant,AL0014,2014-01-18,Inactive,LIC-381840,APT00133
CRW001528,Jacob,Roberts,First Officer,AL0011,2021-08-02,On Leave,LIC-986984,APT00037
CRW001529,Michelle,Carter,First Officer,AL0016,1997-09-23,Active,LIC-834590,APT00213
CRW001530,Sarah,Silva,First Officer,AL0008,1995-04-02,Active,LIC-722137,APT00062
CRW001531,Ronald,White,First Officer,AL0007,1996-11-26,Active,LIC-450238,APT00170
CRW001532,Rebecca,Walker,First Officer,AL0009,2017-12-09,Active,LIC-749223,APT00163
CRW001533,Daniel,Young,Purser,AL0005,2021-08-20,Active,LIC-405301,APT00208
CRW001534,Shirley,Brown,First Officer,AL0017,2026-01-17,Inactive,LIC-564243,APT00183
CRW001535,Rachel,Muller,Captain,AL0017,1995-11-27,On Leave,LIC-230524,APT00176
CRW001536,Steven,Nelson,Flight Attendant,AL0009,2010-02-22,Inactive,LIC-738472,APT00013
CRW001537,Ana,Hill,Flight Attendant,AL0016,1996-07-06,Inactive,LIC-154440,APT00235
CRW001538,Brenda,Diaz,Captain,AL0001,2006-08-30,Active,LIC-750313,APT00032
CRW001539,Patrick,Anderson,Flight Attendant,AL0004,2004-09-03,Active,LIC-643315,APT00064
CRW001540,William,Pereira,Flight Attendant,AL0006,2014-01-12,On Leave,LIC-159722,APT00112
CRW001541,Patrick,Singh,Flight Attendant,AL0008,2023-07-23,Active,LIC-555489,APT00073
CRW001542,Kenneth,Moore,Captain,AL0005,2020-04-12,Active,LIC-300345,APT00149
CRW001543,Christine,Singh,Flight Attendant,AL0011,1996-12-31,On Leave,LIC-528519,APT00014
CRW001544,Dennis,Schmidt,Captain,AL0016,2002-07-19,Active,LIC-111670,APT00114
CRW001545,Donald,Lewis,First Officer,AL0010,2003-08-21,Inactive,LIC-749630,APT00088
CRW001546,Ashley,Ramirez,First Officer,AL0009,2002-11-16,Active,LIC-558826,APT00162
CRW001547,Linda,Johansson,Flight Attendant,AL0002,2006-02-05,Active,LIC-426053,APT00130
CRW001548,Larry,Gonzalez,First Officer,AL0006,2014-01-28,Active,LIC-888218,APT00189
CRW001549,Patrick,Johnson,Flight Attendant,AL0017,2018-03-27,Inactive,LIC-680438,APT00042
CRW001550,Deborah,Wang,Flight Attendant,AL0017,2024-07-12,Active,LIC-648598,APT00238
CRW001551,Karen,Yamamoto,Flight Attendant,AL0003,2017-01-31,Active,LIC-232410,APT00099
CRW001552,Emily,Green,First Officer,AL0001,2004-05-17,Active,LIC-550186,APT00088
CRW001553,Timothy,Hernandez,Captain,AL0017,2000-10-13,Inactive,LIC-730555,APT00138
CRW001554,Ivan,Baker,First Officer,AL0004,2006-11-02,Active,LIC-933368,APT00041
CRW001555,Joseph,Lee,Flight Attendant,AL0012,2020-02-15,Active,LIC-643823,APT00204
CRW001556,Michelle,Johansson,First Officer,AL0017,2026-03-17,Active,LIC-254996,APT00067
CRW001557,Scott,Carter,Flight Attendant,AL0016,2007-04-29,On Leave,LIC-710169,APT00232
CRW001558,Mark,Clark,Purser,AL0012,2000-07-15,Active,LIC-167143,APT00038
CRW001559,Ahmed,Roberts,Flight Attendant,AL0008,1995-02-26,Active,LIC-381640,APT00217
CRW001560,Ivan,Wang,Flight Attendant,AL0016,1997-06-02,On Leave,LIC-925574,APT00099
CRW001561,Amanda,Singh,Flight Attendant,AL0014,2015-01-04,Inactive,LIC-821610,APT00152
CRW001562,Rachel,Robinson,Flight Attendant,AL0017,2013-07-12,Active,LIC-912502,APT00219
CRW001563,Alexander,Rivera,Flight Attendant,AL0011,2015-03-19,Active,LIC-417185,APT00033
CRW001564,Samantha,Brown,Purser,AL0019,1995-10-06,Active,LIC-714674,APT00087
CRW001565,Daniel,Allen,Flight Attendant,AL0016,2008-09-23,Active,LIC-730022,APT00238
CRW001566,Jennifer,Walker,Flight Attendant,AL0002,2000-09-01,Inactive,LIC-321380,APT00038
CRW001567,Michelle,Nelson,Flight Attendant,AL0006,2005-07-28,Active,LIC-948346,APT00026
CRW001568,Jessica,Oliveira,Purser,AL0016,2014-07-19,Active,LIC-972786,APT00131
CRW001569,Kimberly,Oliveira,Purser,AL0003,2003-08-30,Active,LIC-199311,APT00007
CRW001570,Scott,Hill,Flight Attendant,AL0015,2015-09-20,Inactive,LIC-788810,APT00248
CRW001571,Stephen,Patel,Flight Attendant,AL0007,2004-02-01,Active,LIC-502922,APT00226
CRW001572,Margaret,Rodriguez,Flight Attendant,AL0005,2011-01-14,On Leave,LIC-706504,APT00048
CRW001573,John,Hill,Captain,AL0011,2009-06-04,On Leave,LIC-598966,APT00044
CRW001574,Betty,Kumar,First Officer,AL0019,2007-01-21,On Leave,LIC-300619,APT00195
CRW001575,Jason,Singh,Purser,AL0018,1998-12-17,Active,LIC-186366,APT00131
CRW001576,Janet,Pereira,Flight Attendant,AL0009,2013-02-06,Active,LIC-561779,APT00206
CRW001577,Carol,Nguyen,Flight Attendant,AL0001,2026-02-08,Active,LIC-853496,APT00242
CRW001578,Paul,Yamamoto,Flight Attendant,AL0018,2015-03-19,Active,LIC-840317,APT00101
CRW001579,Eric,Fernandez,Captain,AL0018,2018-06-07,Active,LIC-347300,APT00064
CRW001580,William,Rivera,Purser,AL0013,2020-03-29,Inactive,LIC-874233,APT00155
CRW001581,Betty,Davis,Flight Attendant,AL0013,1996-03-14,Active,LIC-420344,APT00159
CRW001582,Robert,Walker,Flight Attendant,AL0011,2019-11-27,Inactive,LIC-605286,APT00109
CRW001583,Amy,Rossi,Captain,AL0001,2002-08-14,Active,LIC-391937,APT00075
CRW001584,Rebecca,Campbell,Flight Attendant,AL0004,2015-11-20,Active,LIC-570513,APT00066
CRW001585,Helen,Choi,Captain,AL0003,2025-11-28,Active,LIC-576455,APT00131
CRW001586,Justin,Andersson,First Officer,AL0019,2023-02-04,On Leave,LIC-727914,APT00107
CRW001587,Melissa,Garcia,Flight Attendant,AL0001,2008-01-08,Active,LIC-524679,APT00115
CRW001588,Hiro,Novak,Flight Attendant,AL0012,2021-04-30,Active,LIC-575423,APT00024
CRW001589,Liam,Lewis,Flight Attendant,AL0008,2014-06-08,Active,LIC-686210,APT00221
CRW001590,Susan,Andersson,Flight Attendant,AL0001,1999-03-09,Inactive,LIC-475912,APT00177
CRW001591,Liam,Green,Flight Attendant,AL0019,2002-07-15,Active,LIC-571959,APT00230
CRW001592,Lisa,Torres,Flight Attendant,AL0001,2025-01-20,Inactive,LIC-176877,APT00208
CRW001593,Sandra,Garcia,Flight Attendant,AL0018,2023-10-03,Active,LIC-882838,APT00155
CRW001594,Amy,Martinez,Flight Attendant,AL0016,2023-01-06,Active,LIC-213444,APT00077
CRW001595,Patricia,Mitchell,First Officer,AL0016,2007-01-26,On Leave,LIC-885658,APT00164
CRW001596,Carol,Rivera,Flight Attendant,AL0004,2005-01-30,Inactive,LIC-784247,APT00142
CRW001597,Lisa,Hall,Purser,AL0018,2020-04-27,Active,LIC-952894,APT00231
CRW001598,Laura,Gonzalez,Flight Attendant,AL0012,1995-08-20,Inactive,LIC-122197,APT00059
CRW001599,Maria,Green,Flight Attendant,AL0009,2023-03-13,On Leave,LIC-295448,APT00007
CRW001600,Liam,Jones,Flight Attendant,AL0014,2013-12-22,On Leave,LIC-147074,APT00032
CRW001601,Margaret,Lopez,Flight Attendant,AL0007,2014-11-17,Active,LIC-475826,APT00044
CRW001602,Shirley,Flores,Captain,AL0006,2008-10-09,Active,LIC-914178,APT00166
CRW001603,Jeffrey,Roberts,First Officer,AL0006,2025-10-07,Active,LIC-789645,APT00037
CRW001604,Deborah,Chen,Purser,AL0012,2018-07-20,Inactive,LIC-733596,APT00034
CRW001605,Pamela,Fernandez,Purser,AL0013,1996-09-09,Active,LIC-863559,APT00100
CRW001606,Sven,Novak,Flight Attendant,AL0005,2011-06-25,On Leave,LIC-103791,APT00196
CRW001607,Timothy,Walker,Flight Attendant,AL0005,2022-01-03,On Leave,LIC-808896,APT00107
CRW001608,Linda,Dubois,Flight Attendant,AL0019,1997-05-27,Active,LIC-380838,APT00068
CRW001609,Ivan,Davis,Purser,AL0011,2018-02-24,Active,LIC-721836,APT00072
CRW001610,Noah,Novak,Captain,AL0018,2002-09-08,Inactive,LIC-786985,APT00205
CRW001611,Joshua,Walker,Flight Attendant,AL0007,2010-11-30,On Leave,LIC-717174,APT00109
CRW001612,Jacob,Schmidt,Flight Attendant,AL0006,2022-09-22,Active,LIC-475840,APT00093
CRW001613,Yuki,Pereira,Purser,AL0006,2010-06-20,Active,LIC-650431,APT00194
CRW001614,Jacob,Khan,Flight Attendant,AL0011,1996-03-08,Inactive,LIC-521917,APT00093
CRW001615,Laura,Park,Flight Attendant,AL0016,1995-08-27,On Leave,LIC-665483,APT00090
CRW001616,Liam,Smith,Flight Attendant,AL0011,2018-02-22,On Leave,LIC-512918,APT00188
CRW001617,Heather,Wilson,First Officer,AL0006,2024-03-31,On Leave,LIC-454649,APT00082
CRW001618,Jacob,Kim,Captain,AL0020,2004-03-04,Active,LIC-281920,APT00128
CRW001619,Karen,Baker,Flight Attendant,AL0012,2024-05-21,On Leave,LIC-448700,APT00167
CRW001620,Edward,Martinez,Flight Attendant,AL0008,2009-03-22,Inactive,LIC-749251,APT00051
CRW001621,Samantha,Ali,Captain,AL0001,1996-11-04,Active,LIC-883223,APT00033
CRW001622,Steven,Jones,Captain,AL0012,2011-09-07,Active,LIC-192705,APT00213
CRW001623,Nicholas,Diaz,Flight Attendant,AL0013,2025-08-04,On Leave,LIC-264516,APT00075
CRW001624,Emma,Gonzalez,First Officer,AL0019,2002-11-09,Active,LIC-556525,APT00086
CRW001625,David,Scott,First Officer,AL0005,2025-03-07,Inactive,LIC-732319,APT00148
CRW001626,Jonathan,Andersson,Flight Attendant,AL0004,2015-06-26,Active,LIC-252960,APT00026
CRW001627,Raymond,Adams,Purser,AL0020,2007-06-11,Active,LIC-392392,APT00012
CRW001628,Margaret,Muller,Flight Attendant,AL0012,2016-10-14,Active,LIC-141879,APT00105
CRW001629,Shirley,Khan,Flight Attendant,AL0001,2007-08-04,Inactive,LIC-147331,APT00243
CRW001630,Christine,Santos,Purser,AL0003,1997-09-03,On Leave,LIC-228919,APT00144
CRW001631,Jennifer,Nguyen,First Officer,AL0010,2022-05-11,Active,LIC-756255,APT00145
CRW001632,Nicole,Fernandez,Flight Attendant,AL0013,2006-09-30,Active,LIC-882400,APT00153
CRW001633,Ashley,Adams,Flight Attendant,AL0005,2012-10-10,Active,LIC-548966,APT00216
CRW001634,Melissa,Watanabe,Flight Attendant,AL0008,2018-05-21,Inactive,LIC-258532,APT00209
CRW001635,Nicole,Ivanov,Purser,AL0015,1997-08-09,On Leave,LIC-929290,APT00007
CRW001636,James,Hernandez,Captain,AL0020,2017-09-02,Inactive,LIC-350532,APT00136
CRW001637,John,Patel,Flight Attendant,AL0010,2006-06-23,Inactive,LIC-239221,APT00137
CRW001638,Rebecca,Suzuki,First Officer,AL0009,2012-02-10,On Leave,LIC-224285,APT00056
CRW001639,Diego,Hernandez,Flight Attendant,AL0008,2009-05-12,Active,LIC-417761,APT00244
CRW001640,James,Kowalski,Flight Attendant,AL0003,2019-06-07,Active,LIC-761989,APT00066
CRW001641,Jack,Rodriguez,First Officer,AL0002,2000-11-22,On Leave,LIC-457397,APT00209
CRW001642,William,Tanaka,Flight Attendant,AL0017,1998-05-20,On Leave,LIC-500903,APT00026
CRW001643,Ryan,Silva,Captain,AL0001,2007-11-29,Active,LIC-406248,APT00151
CRW001644,Stephanie,Gonzalez,Purser,AL0017,1998-09-18,Active,LIC-949270,APT00184
CRW001645,Jeffrey,Ivanov,Purser,AL0005,2002-08-17,Inactive,LIC-715241,APT00127
CRW001646,Elizabeth,Martinez,Flight Attendant,AL0014,2015-08-28,Inactive,LIC-697891,APT00027
CRW001647,Alexander,Rivera,Flight Attendant,AL0020,2020-09-21,Active,LIC-493855,APT00031
CRW001648,Dorothy,Park,Flight Attendant,AL0015,2016-10-13,Active,LIC-578249,APT00152
CRW001649,Patrick,Taylor,Purser,AL0015,2004-12-24,Active,LIC-896493,APT00216
CRW001650,Brandon,Wilson,Flight Attendant,AL0006,2020-08-03,Inactive,LIC-690967,APT00150
CRW001651,Eric,King,Captain,AL0012,2007-10-04,Active,LIC-832396,APT00026
CRW001652,Emily,Robinson,Flight Attendant,AL0013,2000-09-08,Active,LIC-136382,APT00197
CRW001653,Brandon,Brown,Captain,AL0009,2018-10-04,Active,LIC-873619,APT00115
CRW001654,Freya,Torres,Captain,AL0001,2011-03-27,Active,LIC-955593,APT00019
CRW001655,Liam,Lee,Flight Attendant,AL0019,2006-08-23,On Leave,LIC-701290,APT00092
CRW001656,Ivan,Martinez,Captain,AL0004,2015-10-06,Inactive,LIC-960785,APT00051
CRW001657,Anthony,Thompson,Flight Attendant,AL0020,2017-10-08,Inactive,LIC-610964,APT00247
CRW001658,Stephen,Johnson,Captain,AL0019,2002-01-10,Active,LIC-348525,APT00228
CRW001659,Melissa,Park,Captain,AL0001,1998-09-07,Active,LIC-645661,APT00027
CRW001660,Elena,Diaz,Flight Attendant,AL0015,2011-03-29,Inactive,LIC-665465,APT00144
CRW001661,Carlos,Robinson,First Officer,AL0013,1996-08-14,Active,LIC-230155,APT00002
CRW001662,Hiro,Suzuki,Flight Attendant,AL0005,2015-01-22,Inactive,LIC-281723,APT00115
CRW001663,Karen,Torres,Purser,AL0017,2008-10-25,Active,LIC-362260,APT00039
CRW001664,Joshua,Yamamoto,Flight Attendant,AL0003,2001-09-26,Active,LIC-592724,APT00187
CRW001665,Christine,Wilson,Flight Attendant,AL0005,2013-10-21,Active,LIC-233193,APT00019
CRW001666,Rachel,Thompson,Captain,AL0019,2006-10-19,Active,LIC-793709,APT00226
CRW001667,Kevin,Muller,First Officer,AL0015,2007-03-16,Active,LIC-198524,APT00058
CRW001668,Thomas,Moore,Flight Attendant,AL0003,2001-10-18,Active,LIC-945838,APT00066
CRW001669,Thomas,Andersson,Flight Attendant,AL0003,2016-03-29,Active,LIC-708221,APT00222
CRW001670,Samuel,Wright,First Officer,AL0006,2023-05-15,Inactive,LIC-405294,APT00226
CRW001671,Jason,Allen,First Officer,AL0002,2014-06-09,Active,LIC-435284,APT00024
CRW001672,Ryan,Torres,Purser,AL0004,2002-06-10,Inactive,LIC-724154,APT00028
CRW001673,Maria,Silva,First Officer,AL0012,2021-03-08,Active,LIC-179909,APT00214
CRW001674,John,Smith,First Officer,AL0001,1998-10-18,Active,LIC-744783,APT00245
CRW001675,Alexander,Schmidt,Captain,AL0006,2004-02-08,Active,LIC-596952,APT00123
CRW001676,Steven,Dubois,Flight Attendant,AL0007,1996-02-08,On Leave,LIC-299033,APT00042
CRW001677,Noah,Andersson,Flight Attendant,AL0020,2021-08-27,Active,LIC-907561,APT00039
CRW001678,Carlos,Diaz,Captain,AL0020,1996-05-30,Active,LIC-666128,APT00067
CRW001679,Jacob,Dubois,Flight Attendant,AL0017,2012-02-29,Inactive,LIC-247293,APT00172
CRW001680,Emily,Nelson,Flight Attendant,AL0007,2001-01-07,On Leave,LIC-689878,APT00025
CRW001681,Betty,Nguyen,Flight Attendant,AL0011,2001-09-01,Active,LIC-470111,APT00161
CRW001682,Nancy,Young,Flight Attendant,AL0011,2014-02-09,Inactive,LIC-787667,APT00201
CRW001683,Freya,Johansson,Flight Attendant,AL0018,2020-04-02,On Leave,LIC-542902,APT00036
CRW001684,Daniel,Young,Flight Attendant,AL0015,1995-07-22,Inactive,LIC-999951,APT00247
CRW001685,Rebecca,Rivera,Captain,AL0019,1999-12-26,On Leave,LIC-934591,APT00247
CRW001686,Laura,Davis,Captain,AL0012,2004-01-04,Active,LIC-136209,APT00075
CRW001687,Samantha,Sanchez,Flight Attendant,AL0019,2024-08-23,Active,LIC-469867,APT00029
CRW001688,Wei,Perez,Flight Attendant,AL0015,1996-10-29,Active,LIC-282074,APT00082
CRW001689,Eric,Wright,Purser,AL0015,2000-08-10,On Leave,LIC-505223,APT00065
CRW001690,Alexander,Green,Flight Attendant,AL0014,2007-09-06,Active,LIC-230570,APT00070
CRW001691,Jonathan,Ali,First Officer,AL0007,2005-03-25,On Leave,LIC-582100,APT00232
CRW001692,Edward,Wright,Purser,AL0013,1996-07-11,Active,LIC-238990,APT00039
CRW001693,Charles,Gonzalez,Flight Attendant,AL0008,2011-12-21,Active,LIC-660828,APT00080
CRW001694,Margaret,Baker,Flight Attendant,AL0013,2014-02-01,Active,LIC-508823,APT00197
CRW001695,Stephanie,Jones,Captain,AL0006,2000-07-23,Active,LIC-993715,APT00015
CRW001696,Jennifer,Kowalski,Flight Attendant,AL0016,2016-08-17,Inactive,LIC-890682,APT00016
CRW001697,Emily,Rossi,Flight Attendant,AL0012,1996-10-13,Active,LIC-640194,APT00076
CRW001698,Sharon,Jackson,Purser,AL0015,2017-12-23,Active,LIC-503850,APT00242
CRW001699,Jeffrey,Perez,Purser,AL0005,2003-02-21,Active,LIC-744286,APT00210
CRW001700,Maria,Williams,Flight Attendant,AL0016,2002-01-18,Active,LIC-701631,APT00232
CRW001701,Elena,Robinson,Flight Attendant,AL0017,2001-03-03,Inactive,LIC-225400,APT00216
CRW001702,Debra,Brown,Purser,AL0003,2022-04-15,On Leave,LIC-438848,APT00030
CRW001703,Elizabeth,Choi,Captain,AL0008,2010-10-10,Active,LIC-992957,APT00101
CRW001704,Deborah,Hernandez,Captain,AL0014,2016-09-08,Active,LIC-387696,APT00133
CRW001705,Debra,Chen,Flight Attendant,AL0018,2001-05-29,Active,LIC-111926,APT00042
CRW001706,Anna,Rivera,Flight Attendant,AL0015,1996-10-12,Active,LIC-850810,APT00249
CRW001707,Jason,Jackson,Flight Attendant,AL0010,1996-03-14,On Leave,LIC-939556,APT00151
CRW001708,Edward,Costa,Captain,AL0006,2008-11-05,Inactive,LIC-689992,APT00214
CRW001709,Timothy,Rodriguez,First Officer,AL0019,2005-04-03,Active,LIC-671491,APT00065
CRW001710,Helen,Suzuki,Purser,AL0018,2019-02-14,Active,LIC-415805,APT00179
CRW001711,Nancy,Muller,First Officer,AL0018,2019-10-08,Active,LIC-423450,APT00027
CRW001712,Gary,Kim,Purser,AL0007,2004-10-07,Active,LIC-922743,APT00006
CRW001713,Matthew,Suzuki,Flight Attendant,AL0009,2008-08-15,Active,LIC-872251,APT00161
CRW001714,Samantha,Allen,First Officer,AL0005,2006-12-27,Active,LIC-548659,APT00018
CRW001715,Yuki,Thompson,Captain,AL0020,2016-03-17,Active,LIC-381797,APT00070
CRW001716,Jacob,Gonzalez,Purser,AL0018,2014-10-12,Active,LIC-269447,APT00199
CRW001717,George,Park,Flight Attendant,AL0004,2015-06-16,Active,LIC-109810,APT00125
CRW001718,Sofia,Allen,Flight Attendant,AL0005,1996-09-28,Active,LIC-534899,APT00095
CRW001719,Emma,Johansson,First Officer,AL0012,2005-08-13,Active,LIC-598473,APT00073
CRW001720,Stephanie,Clark,First Officer,AL0009,2025-05-18,Active,LIC-707228,APT00168
CRW001721,Patricia,Oliveira,Flight Attendant,AL0010,2005-09-27,Active,LIC-824587,APT00239
CRW001722,Mary,Tanaka,First Officer,AL0008,2000-06-25,Active,LIC-430400,APT00185
CRW001723,Anthony,Harris,Flight Attendant,AL0014,2001-04-09,Active,LIC-250119,APT00090
CRW001724,Mark,Hill,Flight Attendant,AL0018,1995-11-03,Inactive,LIC-859405,APT00106
CRW001725,Gregory,Silva,Captain,AL0019,2019-07-13,Inactive,LIC-786214,APT00026
CRW001726,Jacob,Jackson,Flight Attendant,AL0010,1995-03-03,Active,LIC-579829,APT00036
CRW001727,Freya,Johnson,Captain,AL0017,2013-09-23,Active,LIC-135253,APT00068
CRW001728,Nicholas,White,Purser,AL0014,2007-07-21,Active,LIC-520987,APT00097
CRW001729,Olga,Mitchell,Flight Attendant,AL0004,1997-12-22,On Leave,LIC-657356,APT00248
CRW001730,Eric,Hernandez,First Officer,AL0016,2022-10-12,Active,LIC-872839,APT00218
CRW001731,Kevin,Clark,First Officer,AL0008,2018-04-24,On Leave,LIC-557365,APT00029
CRW001732,Christine,Park,Captain,AL0013,2020-10-02,Inactive,LIC-516625,APT00083
CRW001733,Rebecca,Miller,Flight Attendant,AL0015,2024-06-05,Active,LIC-441979,APT00015
CRW001734,Steven,Jones,Captain,AL0019,2023-08-27,Active,LIC-472968,APT00016
CRW001735,Jeffrey,King,Purser,AL0019,2017-01-04,Active,LIC-114734,APT00094
CRW001736,Emma,Johnson,Purser,AL0017,2011-10-09,Inactive,LIC-193344,APT00240
CRW001737,Amanda,Williams,Flight Attendant,AL0011,2016-11-24,Active,LIC-780632,APT00047
CRW001738,Frank,Anderson,Flight Attendant,AL0009,2009-02-05,Active,LIC-426242,APT00171
CRW001739,Dmitri,Rodriguez,Flight Attendant,AL0009,2000-09-11,On Leave,LIC-865732,APT00099
CRW001740,Deborah,Costa,Flight Attendant,AL0020,2007-02-14,Inactive,LIC-457343,APT00136
CRW001741,Kimberly,Martinez,Flight Attendant,AL0005,2009-09-01,Active,LIC-997169,APT00218
CRW001742,Timothy,Adams,Purser,AL0011,1996-06-16,Active,LIC-262559,APT00208
CRW001743,Priya,Khan,Captain,AL0014,2021-08-16,Inactive,LIC-269259,APT00208
CRW001744,Nancy,Kim,Flight Attendant,AL0001,2023-07-29,Active,LIC-629040,APT00103
CRW001745,Elena,Chen,Purser,AL0013,2008-03-12,Inactive,LIC-822400,APT00013
CRW001746,Deborah,Lewis,Purser,AL0006,2010-08-03,Active,LIC-229457,APT00247
CRW001747,Priya,Watanabe,Captain,AL0006,2021-06-03,Active,LIC-552578,APT00249
CRW001748,Jack,Garcia,First Officer,AL0013,2009-04-18,Active,LIC-301320,APT00215
CRW001749,Jack,Rodriguez,Flight Attendant,AL0001,2016-08-14,On Leave,LIC-763459,APT00120
CRW001750,Ivan,Novak,Purser,AL0004,2011-03-09,On Leave,LIC-604982,APT00071
CRW001751,Daniel,Garcia,Flight Attendant,AL0010,2003-07-09,Active,LIC-688820,APT00044
CRW001752,Anna,Thomas,First Officer,AL0012,2019-12-13,On Leave,LIC-342084,APT00093
CRW001753,Barbara,Wilson,Captain,AL0003,2001-01-20,Inactive,LIC-359976,APT00084
CRW001754,Kimberly,Williams,Flight Attendant,AL0008,2002-01-19,On Leave,LIC-675700,APT00069
CRW001755,Robert,Martinez,Purser,AL0007,2016-09-20,On Leave,LIC-417633,APT00238
CRW001756,Samantha,Rivera,Purser,AL0011,2017-04-21,Active,LIC-721461,APT00165
CRW001757,Larry,Chen,First Officer,AL0007,2024-12-26,On Leave,LIC-238577,APT00056
CRW001758,Raymond,Miller,Flight Attendant,AL0001,2017-05-01,On Leave,LIC-371161,APT00160
CRW001759,Nancy,Santos,Flight Attendant,AL0011,1995-10-11,Active,LIC-191508,APT00177
CRW001760,Donna,Davis,Purser,AL0017,2021-09-09,Active,LIC-178648,APT00131
CRW001761,Samantha,Singh,Flight Attendant,AL0012,2008-01-02,Inactive,LIC-336187,APT00237
CRW001762,Heather,Costa,Flight Attendant,AL0008,1995-04-10,Inactive,LIC-540506,APT00242
CRW001763,Ahmed,Adams,First Officer,AL0010,2013-03-11,Active,LIC-229981,APT00109
CRW001764,William,Flores,Flight Attendant,AL0003,2000-05-09,On Leave,LIC-183608,APT00119
CRW001765,Timothy,Rodriguez,Flight Attendant,AL0005,2008-01-26,Active,LIC-889555,APT00055
CRW001766,Mary,Martin,Purser,AL0009,2009-10-19,Active,LIC-563711,APT00196
CRW001767,Jerry,Novak,Captain,AL0012,1997-05-01,Active,LIC-744016,APT00233
CRW001768,Joseph,Ramirez,Captain,AL0010,2021-09-20,Inactive,LIC-753595,APT00165
CRW001769,Jerry,Williams,Flight Attendant,AL0020,2011-01-13,Active,LIC-191440,APT00051
CRW001770,Charles,Ivanov,Flight Attendant,AL0013,2025-04-27,Active,LIC-658296,APT00130
CRW001771,Mary,Singh,Captain,AL0001,2009-08-09,On Leave,LIC-874608,APT00199
